date,gpr_index,gpr_acts,gpr_threats
1985-04-09,96.7173,96.4196,80.42347
1985-04-10,92.44375,107.519066,76.86987
1985-04-11,115.97611,101.16673,120.54721
1985-04-12,81.25166,37.385338,103.94354
1985-04-13,29.22854,38.85143,16.202965
1985-04-14,53.42851,53.264053,44.42748
1985-04-15,45.753696,36.49029,45.65476
1985-04-16,135.51413,120.08623,150.24567
1985-04-17,91.42968,112.18247,70.178444
1985-04-18,77.52818,98.36851,58.60646
1985-04-19,37.080982,36.966843,30.833998
1985-04-20,105.83284,63.30424,123.20464
1985-04-21,38.251358,61.013786,25.445763
1985-04-22,50.96258,84.676186,28.251322
1985-04-23,135.04472,95.03227,145.32153
1985-04-24,96.33865,73.878555,110.91961
1985-04-25,136.23114,57.183918,178.86389
1985-04-26,53.620697,59.39517,49.54144
1985-04-27,71.56782,40.770016,102.01866
1985-04-28,41.84296,27.80944,46.39164
1985-04-29,74.161964,0.0,123.33599
1985-04-30,101.564575,62.308895,116.936485
1985-05-01,88.72949,58.970917,122.968925
1985-05-02,164.91138,85.77588,214.63666
1985-05-03,106.85702,82.855194,118.47328
1985-05-04,110.41893,110.07905,122.42239
1985-05-05,110.63586,103.80735,108.23198
1985-05-06,110.70278,50.93632,155.78171
1985-05-07,130.75925,115.87268,144.97389
1985-05-08,98.46273,112.18247,116.964066
1985-05-09,106.85702,106.52811,99.96183
1985-05-10,87.50179,62.308895,93.54919
1985-05-11,48.71423,19.425714,64.81186
1985-05-12,85.30217,85.039604,94.57524
1985-05-13,97.68966,106.24251,73.84729
1985-05-14,108.10244,76.97835,141.2566
1985-05-15,88.42583,108.4968,67.87278
1985-05-16,96.109314,51.100525,127.868645
1985-05-17,142.40945,135.79845,164.75537
1985-05-18,92.300644,102.24059,85.278755
1985-05-19,95.18873,75.91658,116.0902
1985-05-20,108.74591,116.750496,97.38145
1985-05-21,110.15665,141.19402,78.513176
1985-05-22,139.3136,154.31642,128.71513
1985-05-23,115.87171,81.54003,147.36029
1985-05-24,92.937775,66.17979,110.400955
1985-05-25,71.78939,61.344357,68.223
1985-05-26,83.95908,106.52811,63.46783
1985-05-27,97.42846,64.75238,108.01976
1985-05-28,121.72165,173.35283,57.83735
1985-05-29,54.866547,68.37208,57.029064
1985-05-30,86.29936,79.41574,88.32076
1985-05-31,107.06018,75.33927,136.15419
1985-06-01,72.012344,102.55811,34.217438
1985-06-02,85.85489,99.85572,59.492523
1985-06-03,120.02056,111.674385,106.454254
1985-06-04,77.94277,93.24342,51.84948
1985-06-05,103.98194,103.66188,86.46424
1985-06-06,99.94816,99.64051,94.98289
1985-06-07,114.45864,80.54564,134.36603
1985-06-08,84.39663,84.13685,70.178444
1985-06-09,71.085144,56.69307,70.93143
1985-06-10,148.19382,156.42812,144.97389
1985-06-11,106.12345,90.68297,100.851395
1985-06-12,120.84475,127.55941,106.39715
1985-06-13,128.89368,128.49693,107.17913
1985-06-14,112.627304,105.67589,110.18015
1985-06-15,114.94714,145.84605,121.65002
1985-06-16,125.14145,146.77206,97.93791
1985-06-17,133.57127,230.8109,59.23664
1985-06-18,258.3195,287.82135,265.3421
1985-06-19,165.62839,201.0139,203.59377
1985-06-20,246.38934,300.21558,204.88045
1985-06-21,213.71404,288.2525,125.44231
1985-06-22,158.21219,197.1565,180.89279
1985-06-23,147.05324,169.74806,180.20119
1985-06-24,230.51372,323.4281,170.38168
1985-06-25,205.65831,307.5379,146.58113
1985-06-26,170.88643,183.46507,185.81972
1985-06-27,204.29933,232.76625,194.15004
1985-06-28,198.24246,216.75797,223.33813
1985-06-29,188.69057,313.51627,104.6014
1985-06-30,182.41011,203.67049,206.28442
1985-07-01,255.46796,322.59668,254.91553
1985-07-02,222.37143,275.1976,242.29431
1985-07-03,142.71834,194.69763,87.44457
1985-07-04,180.03085,233.3197,179.64156
1985-07-05,139.39021,179.83209,177.27005
1985-07-06,123.51948,111.944786,130.72221
1985-07-07,75.86033,33.611923,98.12482
1985-07-08,112.29043,93.28732,124.497345
1985-07-09,153.02623,161.52902,149.7013
1985-07-10,197.08641,226.70741,163.88351
1985-07-11,150.91425,195.58463,112.940926
1985-07-12,174.68619,257.99777,107.59781
1985-07-13,165.07812,175.54132,201.32587
1985-07-14,108.72761,115.619125,96.437775
1985-07-15,136.8022,116.8981,130.00607
1985-07-16,108.47199,116.45642,97.136154
1985-07-17,90.34276,30.021557,125.20472
1985-07-18,122.97234,137.91806,115.037285
1985-07-19,104.269684,127.936905,80.03401
1985-07-20,63.21694,100.83576,21.026747
1985-07-21,53.28527,53.121254,44.308372
1985-07-22,133.7372,225.62784,51.32616
1985-07-23,167.19585,145.84605,191.1643
1985-07-24,145.20845,199.04703,120.74538
1985-07-25,81.190384,80.940475,94.517296
1985-07-26,82.40218,82.148544,82.22399
1985-07-27,107.628555,71.53151,119.32869
1985-07-28,125.002556,106.81524,133.6417
1985-07-29,120.96455,129.86855,123.79793
1985-07-30,124.10196,114.20305,111.13272
1985-07-31,106.54458,96.56056,96.649254
1985-08-01,140.76067,149.68256,124.85003
1985-08-02,75.09599,66.546524,97.136154
1985-08-03,57.113235,68.32492,37.993156
1985-08-04,60.3657,45.134914,62.744965
1985-08-05,62.501278,62.308895,51.97177
1985-08-06,116.63971,93.02454,135.7854
1985-08-07,95.38808,69.15961,100.9504
1985-08-08,42.03766,50.289917,41.94676
1985-08-09,95.78509,111.4053,79.6483
1985-08-10,64.53054,85.77588,35.772778
1985-08-11,44.86548,59.636505,49.742733
1985-08-12,120.62572,129.50476,108.01976
1985-08-13,76.64038,101.87264,56.647892
1985-08-14,101.087746,108.528625,77.59165
1985-08-15,53.305687,45.54995,50.65754
1985-08-16,59.285328,59.10284,49.297607
1985-08-17,79.58121,79.33625,66.17427
1985-08-18,72.80369,87.095505,72.646255
1985-08-19,104.40757,94.62382,110.49585
1985-08-20,83.439995,116.45642,55.50637
1985-08-21,167.72495,234.09215,125.5217
1985-08-22,108.10244,76.97835,115.573586
1985-08-23,72.012344,95.72091,39.920345
1985-08-24,63.703228,63.50714,52.97123
1985-08-25,22.083786,14.677206,24.484478
1985-08-26,70.29321,70.07684,58.451008
1985-08-27,112.29043,111.944786,93.37301
1985-08-28,77.75981,77.520454,77.59165
1985-08-29,131.62521,102.06004,133.77281
1985-08-30,65.11189,32.455738,81.213875
1985-08-31,56.145214,67.16687,37.349205
1985-09-01,63.398422,31.601639,79.07667
1985-09-02,84.31991,24.017246,120.196526
1985-09-03,84.93764,150.53545,15.695178
1985-09-04,66.4174,99.31944,27.614073
1985-09-05,59.820637,74.54562,37.30705
1985-09-06,89.34311,54.811146,102.865295
1985-09-07,114.88674,133.62196,79.60993
1985-09-08,67.19205,66.98522,55.87229
1985-09-09,84.93764,94.084656,78.47589
1985-09-10,120.02056,63.81394,146.3746
1985-09-11,151.95265,90.89095,176.89474
1985-09-12,73.61262,73.38603,73.45344
1985-09-13,103.30253,82.38764,114.53238
1985-09-14,120.25824,87.19132,145.45235
1985-09-15,78.70031,85.590614,59.492523
1985-09-16,95.32569,79.19356,92.47735
1985-09-17,124.863976,161.09128,109.93585
1985-09-18,126.49424,126.10487,118.3319
1985-09-19,126.59495,140.22807,105.26766
1985-09-20,104.38764,13.87551,162.02963
1985-09-21,52.0844,83.07852,17.323923
1985-09-22,69.8854,69.67028,69.734276
1985-09-23,115.363045,131.43767,95.927986
1985-09-24,110.66485,117.67916,110.42554
1985-09-25,120.84475,85.039604,130.04095
1985-09-26,174.71349,167.20868,174.3357
1985-09-27,144.02469,114.86508,155.68935
1985-09-28,129.70898,119.362816,132.74716
1985-09-29,79.18489,52.627434,98.767075
1985-09-30,104.059715,86.44951,115.37189
1985-10-01,154.24373,87.86797,183.22643
1985-10-02,184.03154,176.12648,171.39136
1985-10-03,100.99292,107.39419,78.380196
1985-10-04,159.81686,159.32492,169.1362
1985-10-05,103.19526,61.726562,154.45815
1985-10-06,92.566765,131.83119,65.97614
1985-10-07,88.44234,96.18557,80.228264
1985-10-08,134.72165,189.60983,92.2561
1985-10-09,162.45001,253.48692,82.22399
1985-10-10,102.239746,135.90005,79.34785
1985-10-11,82.129776,81.876976,79.67573
1985-10-12,146.1427,194.25714,97.21779
1985-10-13,67.19205,80.38226,67.046745
1985-10-14,138.43567,236.58778,32.8896
1985-10-15,190.47264,280.70157,110.18015
1985-10-16,106.611374,106.28321,113.97947
1985-10-17,122.385506,162.67839,67.84492
1985-10-18,118.30599,188.70694,39.350056
1985-10-19,81.013885,35.89534,104.7909
1985-10-20,82.98708,82.731636,80.507416
1985-10-21,129.90462,97.12857,135.0247
1985-10-22,75.66779,67.05322,83.89352
1985-10-23,102.601654,131.51036,97.50456
1985-10-24,71.085144,85.039604,47.28762
1985-10-25,85.30217,99.21287,82.753334
1985-10-26,106.57054,70.82834,118.15566
1985-10-27,68.72547,41.108356,91.435814
1985-10-28,41.407097,49.53557,27.545038
1985-10-29,47.322395,94.35347,39.350056
1985-10-30,35.24008,14.052644,46.88517
1985-10-31,109.44607,87.287346,109.2094
1985-11-01,100.14739,61.439465,115.30481
1985-11-02,120.823135,120.45123,117.21292
1985-11-03,93.68878,66.71457,100.16377
1985-11-04,155.56258,91.22572,182.61903
1985-11-05,107.38997,82.3534,109.905396
1985-11-06,63.297474,70.11404,46.78563
1985-11-07,92.01577,42.338093,117.713844
1985-11-08,70.03314,83.78109,58.234753
1985-11-09,84.4564,93.5516,62.425014
1985-11-10,77.18604,64.12372,74.879715
1985-11-11,59.762817,85.11266,28.396946
1985-11-12,88.57133,123.61818,73.64983
1985-11-13,79.90843,28.96817,108.73041
1985-11-14,97.02081,82.90472,92.20096
1985-11-15,86.79217,43.26251,120.284004
1985-11-16,45.13035,53.98972,45.03276
1985-11-17,86.26478,45.86627,105.20674
1985-11-18,132.857,35.31948,191.48956
1985-11-19,97.190254,96.89109,94.286194
1985-11-20,103.24886,120.08623,71.545555
1985-11-21,73.31639,66.446106,66.50713
1985-11-22,138.02365,76.44378,191.28499
1985-11-23,89.52886,59.502186,99.2614
1985-11-24,80.794334,46.02608,95.975746
1985-11-25,151.78882,231.43303,89.09446
1985-11-26,54.947807,31.3021,65.272606
1985-11-27,89.73096,119.27301,49.742733
1985-11-28,132.5027,140.90117,132.21619
1985-11-29,93.21078,85.77588,119.24259
1985-11-30,132.91167,122.31005,136.02489
1985-12-01,78.58281,72.3147,80.42347
1985-12-02,77.03646,68.266075,71.175804
1985-12-03,15.515539,15.46778,12.901657
1985-12-04,90.75528,90.47592,88.0435
1985-12-05,62.501278,55.38568,57.74641
1985-12-06,84.93764,56.450794,105.94246
1985-12-07,99.37703,110.07905,73.45344
1985-12-08,96.59288,56.644444,113.39295
1985-12-09,98.393105,130.78699,54.54463
1985-12-10,92.71818,84.0298,98.12482
1985-12-11,84.75653,42.247818,105.71657
1985-12-12,76.6798,91.73254,76.51399
1985-12-13,42.927444,57.06041,23.797009
1985-12-14,76.02614,64.96468,90.31159
1985-12-15,72.405846,72.182976,70.242355
1985-12-16,67.603424,101.093,28.107182
1985-12-17,73.61262,65.232025,68.01244
1985-12-18,74.607376,133.87991,24.81535
1985-12-19,90.279625,110.77136,69.29569
1985-12-20,126.05966,125.67164,116.469505
1985-12-21,90.75528,113.09491,56.599392
1985-12-22,40.315228,66.98522,11.174458
1985-12-23,87.866516,105.11527,102.28926
1985-12-24,96.01646,95.72091,79.84069
1985-12-25,156.08957,172.89902,173.05782
1985-12-26,165.16957,146.36548,152.60408
1985-12-27,109.85556,117.94183,84.32155
1985-12-28,307.85947,515.6119,163.83665
1985-12-29,62.501278,96.92495,46.19713
1985-12-30,263.38458,403.9598,185.3183
1985-12-31,220.17067,339.21637,116.5047
1986-01-01,269.6276,460.79602,192.1747
1986-01-02,150.57126,229.57661,73.64983
1986-01-03,166.87999,266.1861,124.88934
1986-01-04,126.083885,251.39157,114.37386
1986-01-05,115.63378,189.8694,113.1213
1986-01-06,147.6941,210.34212,105.26766
1986-01-07,174.34567,173.80902,217.46082
1986-01-08,131.84349,230.0159,150.74399
1986-01-09,146.1427,226.63333,148.52716
1986-01-10,204.47949,326.16013,231.2423
1986-01-11,120.25824,108.98915,181.81543
1986-01-12,115.470764,143.89418,132.02414
1986-01-13,147.63533,220.77135,122.7634
1986-01-14,120.14494,119.77512,128.44836
1986-01-15,129.27094,128.87303,134.36603
1986-01-16,195.31648,124.61779,298.83768
1986-01-17,155.27661,132.68456,184.45337
1986-01-18,204.34671,278.7716,196.75027
1986-01-19,73.61262,117.41765,48.968956
1986-01-20,163.3595,162.85667,150.93172
1986-01-21,54.453167,36.190372,60.37269
1986-01-22,116.230446,66.21296,151.8774
1986-01-23,94.196236,109.55734,65.272606
1986-01-24,87.17284,110.605736,79.07667
1986-01-25,227.02957,205.75523,257.43027
1986-01-26,70.48016,63.875652,63.934322
1986-01-27,140.10861,179.58516,133.14822
1986-01-28,142.86006,89.0127,207.88708
1986-01-29,145.35516,152.53447,152.67458
1986-01-30,54.947807,62.6042,39.16356
1986-01-31,96.77164,133.57906,74.278755
1986-02-01,55.579994,44.327133,73.94641
1986-02-02,78.36182,99.42623,71.08397
1986-02-03,86.94403,86.676414,72.296684
1986-02-04,71.43003,124.61779,14.849077
1986-02-05,134.40012,173.3942,92.03593
1986-02-06,109.895615,62.6042,143.59972
1986-02-07,40.20106,16.03093,53.48551
1986-02-08,86.04072,64.33191,89.431946
1986-02-09,47.419167,40.519894,45.063457
1986-02-10,84.21782,74.62986,93.37301
1986-02-11,88.808784,106.24251,73.84729
1986-02-12,116.52248,116.16381,124.57555
1986-02-13,83.19234,90.47592,75.46586
1986-02-14,38.69822,46.29492,25.743025
1986-02-15,127.406456,207.84155,38.52453
1986-02-16,97.02081,138.17453,69.15073
1986-02-17,110.41893,171.23405,61.211197
1986-02-18,101.21735,201.81158,15.302799
1986-02-19,78.87066,139.78291,43.722286
1986-02-20,124.84551,99.568985,152.259
1986-02-21,131.88208,170.14558,116.114914
1986-02-22,148.64085,148.18333,176.57077
1986-02-23,106.64201,106.31376,110.84523
1986-02-24,158.15973,175.19211,131.51477
1986-02-25,133.50398,149.72968,97.136154
1986-02-26,107.85104,122.87893,102.493164
1986-02-27,99.733215,71.01874,118.47328
1986-02-28,119.37181,193.3821,49.6307
1986-03-01,75.28563,85.77588,53.659164
1986-03-02,98.588326,104.83719,98.37514
1986-03-03,125.18424,134.39883,112.1019
1986-03-04,25.41612,50.675774,0.0
1986-03-05,74.719574,49.65972,96.649254
1986-03-06,94.870674,126.10487,65.739944
1986-03-07,74.10666,73.878555,73.94641
1986-03-08,69.73827,92.69814,38.659702
1986-03-09,68.01987,94.9347,56.56065
1986-03-10,75.932785,94.62382,63.14049
1986-03-11,81.67975,90.47592,90.55903
1986-03-12,78.87066,94.35347,65.58343
1986-03-13,73.977936,81.944695,54.679977
1986-03-14,85.335464,108.27446,51.60663
1986-03-15,109.68767,87.480034,109.450485
1986-03-16,39.592445,52.627434,32.922356
1986-03-17,104.7076,37.95829,142.47433
1986-03-18,57.777348,115.199005,0.0
1986-03-19,62.797493,62.6042,52.218082
1986-03-20,38.879906,62.016365,12.931943
1986-03-21,97.208534,134.18213,49.742733
1986-03-22,117.88497,141.02654,98.02505
1986-03-23,96.109314,102.20105,106.557205
1986-03-24,120.14494,136.88585,114.17632
1986-03-25,155.4044,228.31209,95.217415
1986-03-26,220.3133,376.5174,143.94081
1986-03-27,175.14726,212.56642,177.30139
1986-03-28,131.62521,189.54008,121.61165
1986-03-29,182.00922,145.15918,201.79517
1986-03-30,142.92804,150.86975,139.82253
1986-03-31,100.077576,39.90781,133.14822
1986-04-01,70.29321,17.51921,102.28926
1986-04-02,111.563156,51.332195,142.72041
1986-04-03,142.92804,184.39636,139.82253
1986-04-04,66.845535,74.0442,49.408142
1986-04-05,98.51502,171.87064,20.479582
1986-04-06,94.260056,107.39419,78.380196
1986-04-07,127.0806,152.02731,112.71627
1986-04-08,172.52956,223.59807,129.11737
1986-04-09,122.68769,86.3365,156.02853
1986-04-10,130.35567,122.31005,165.78032
1986-04-11,190.81612,243.49281,190.40349
1986-04-12,156.6755,178.50656,167.50362
1986-04-13,92.21281,84.857506,106.16932
1986-04-14,154.07292,249.59782,128.11646
1986-04-15,289.12686,395.2963,274.76346
1986-04-16,340.54434,555.5391,321.7878
1986-04-17,166.00566,150.44972,188.23488
1986-04-18,222.88737,367.7815,191.7288
1986-04-19,143.0677,175.54132,128.11646
1986-04-20,151.55539,201.45184,144.02635
1986-04-21,117.40746,150.48781,97.62798
1986-04-22,132.17229,197.64815,96.16721
1986-04-23,164.45372,202.98264,143.26024
1986-04-24,154.79288,169.74806,141.58664
1986-04-25,101.25752,187.47086,60.142002
1986-04-26,146.974,135.2507,169.21866
1986-04-27,125.98132,132.98138,160.21722
1986-04-28,152.74088,171.30457,158.76102
1986-04-29,171.9639,162.41171,195.67514
1986-04-30,114.72096,142.95981,83.46982
1986-05-01,95.484215,117.157295,73.290565
1986-05-02,80.43763,116.640045,60.805824
1986-05-03,117.542725,85.22248,159.93893
1986-05-04,97.2378,77.5508,107.808365
1986-05-05,155.42839,135.58124,177.70992
1986-05-06,136.24957,118.85141,155.78171
1986-05-07,94.196236,62.6042,130.54521
1986-05-08,94.02485,115.366684,84.19881
1986-05-09,66.25135,58.708824,73.45344
1986-05-10,114.62172,137.12268,152.49849
1986-05-11,47.90904,40.938488,56.911236
1986-05-12,97.42846,135.98,97.21779
1986-05-13,113.623695,174.26761,87.213844
1986-05-14,138.02365,107.021286,165.78032
1986-05-15,111.48065,95.26071,158.91368
1986-05-16,101.479095,57.809563,144.65666
1986-05-17,81.36131,69.523605,115.97911
1986-05-18,77.36357,98.15965,70.178444
1986-05-19,93.575356,149.25972,62.248672
1986-05-20,244.67828,262.68863,250.40944
1986-05-21,160.80424,96.18557,227.31342
1986-05-22,159.18517,166.2521,151.2771
1986-05-23,81.7001,103.66188,49.408142
1986-05-24,176.82745,117.52211,215.6551
1986-05-25,195.74263,195.14012,187.80708
1986-05-26,196.30031,220.1581,142.82611
1986-05-27,169.39267,131.34431,203.45766
1986-05-28,144.02469,135.13539,154.98486
1986-05-29,96.7173,64.27973,107.23129
1986-05-30,72.96404,87.287346,72.80627
1986-05-31,98.06944,65.178375,126.85215
1986-06-01,104.53863,104.21685,97.79304
1986-06-02,94.10704,93.81737,78.25295
1986-06-03,67.77632,0.0,112.71627
1986-06-04,118.58834,63.052437,144.62788
1986-06-05,73.776566,44.129684,110.42554
1986-06-06,100.380844,107.769684,89.890564
1986-06-07,166.18233,220.8944,128.97342
1986-06-08,56.895245,37.81341,84.10699
1986-06-09,62.670197,71.402626,59.55684
1986-06-10,101.66448,135.13539,70.44767
1986-06-11,98.393105,114.438614,68.180786
1986-06-12,134.29327,14.875546,223.33813
1986-06-13,164.87894,74.71429,224.34874
1986-06-14,92.01577,91.73254,95.642494
1986-06-15,77.69348,70.41303,82.22399
1986-06-16,79.501625,35.225292,117.5255
1986-06-17,68.83257,17.155176,100.16377
1986-06-18,72.012344,63.81394,66.533905
1986-06-19,50.299294,28.653982,71.70075
1986-06-20,142.17029,155.90594,141.86285
1986-06-21,135.20685,112.32556,168.6431
1986-06-22,38.3399,61.155025,12.752333
1986-06-23,86.165054,57.266552,111.45391
1986-06-24,80.57597,89.25328,74.44605
1986-06-25,119.91196,164.37143,87.246735
1986-06-26,114.22647,106.28321,126.64385
1986-06-27,123.70585,82.21671,148.58319
1986-06-28,88.041664,65.828,91.51175
1986-06-29,81.791794,122.31005,56.677036
1986-06-30,93.31177,0.0,155.1833
1986-07-01,89.52886,53.551968,119.11368
1986-07-02,66.4174,49.65972,69.03518
1986-07-03,84.15299,45.76034,101.78305
1986-07-04,75.041985,85.49829,53.48551
1986-07-05,71.49427,71.2742,59.449722
1986-07-06,80.991875,64.59406,80.81674
1986-07-07,108.77088,138.00955,65.7792
1986-07-08,101.78281,55.347008,123.106316
1986-07-09,151.78882,231.43303,74.245384
1986-07-10,117.18989,93.46334,142.92236
1986-07-11,67.08998,50.1626,97.62798
1986-07-12,81.07683,115.46753,57.786793
1986-07-13,100.380844,107.769684,89.890564
1986-07-14,130.89172,120.45123,150.70233
1986-07-15,133.21318,159.36377,118.15566
1986-07-16,82.60767,49.412037,96.16721
1986-07-17,141.49158,33.18966,207.62592
1986-07-18,77.94277,31.08114,103.69896
1986-07-19,137.54607,159.97647,114.37386
1986-07-20,102.04592,125.2084,91.381645
1986-07-21,95.738945,76.35541,111.45391
1986-07-22,71.238014,35.50937,88.85496
1986-07-23,105.28944,96.89109,121.225105
1986-07-24,97.190254,113.039604,107.75565
1986-07-25,38.69822,30.863281,38.614536
1986-07-26,88.335144,88.06324,73.45344
1986-07-27,43.778427,72.739456,36.403133
1986-07-28,96.57632,134.79066,64.24499
1986-07-29,109.50636,54.58465,151.76329
1986-07-30,95.78509,47.745125,132.74716
1986-07-31,104.33284,52.005848,130.13403
1986-08-01,77.39644,30.863281,102.9721
1986-08-02,105.34668,70.01494,116.798744
1986-08-03,96.98959,148.75546,49.6307
1986-08-04,146.57379,116.8981,146.25684
1986-08-05,66.63211,94.89573,31.660963
1986-08-06,124.532616,66.21296,165.68445
1986-08-07,80.20745,47.976337,93.37301
1986-08-08,48.00823,31.90697,66.533905
1986-08-09,178.73566,142.5484,217.98232
1986-08-10,115.72289,129.78752,108.25561
1986-08-11,158.68588,197.74678,115.458244
1986-08-12,190.27805,206.93709,215.75748
1986-08-13,202.81027,252.7325,154.5895
1986-08-14,144.37341,79.96056,186.74602
1986-08-15,88.335144,58.708824,134.66463
1986-08-16,46.329617,23.093506,57.786793
1986-08-17,57.735382,57.557667,48.00878
1986-08-18,142.86006,124.61779,148.49077
1986-08-19,99.01697,107.68602,74.85065
1986-08-20,73.431305,81.339195,54.275936
1986-08-21,58.629517,58.44905,48.75228
1986-08-22,65.75816,65.555756,68.34997
1986-08-23,119.58729,119.219185,119.32869
1986-08-24,61.47033,95.32619,34.076336
1986-08-25,121.72165,104.011696,144.59337
1986-08-26,153.86244,180.45744,135.4674
1986-08-27,87.38188,79.19356,118.899445
1986-08-28,80.20745,111.944786,66.69501
1986-08-29,88.01508,95.72091,79.84069
1986-08-30,111.659584,98.94746,123.79793
1986-08-31,64.811104,43.07441,83.832726
1986-09-01,89.18452,177.81999,42.376984
1986-09-02,88.20446,39.081318,130.39072
1986-09-03,59.762817,68.090126,56.79389
1986-09-04,72.53798,64.27973,67.01956
1986-09-05,84.543495,76.62115,76.69152
1986-09-06,256.69345,438.6914,81.31377
1986-09-07,127.65194,178.16261,106.14658
1986-09-08,133.57127,177.54684,88.85496
1986-09-09,151.33559,201.15967,111.85802
1986-09-10,88.228195,111.944786,53.356007
1986-09-11,138.02365,168.17632,114.770996
1986-09-12,67.45048,89.65714,37.391457
1986-09-13,93.64149,23.338314,136.26521
1986-09-14,106.453026,99.88269,104.14004
1986-09-15,70.85706,105.958435,29.459934
1986-09-16,102.288315,141.19402,78.513176
1986-09-17,115.72289,129.78752,120.284004
1986-09-18,99.94816,85.40616,106.85574
1986-09-19,129.06108,142.95981,107.31833
1986-09-20,124.78851,113.09491,113.198784
1986-09-21,108.087616,152.12459,63.443466
1986-09-22,188.7503,188.16931,188.34215
1986-09-23,167.22096,111.137505,185.3993
1986-09-24,163.03465,132.98138,184.86603
1986-09-25,85.119514,84.857506,94.37272
1986-09-26,184.8531,235.88367,172.1565
1986-09-27,141.46196,70.51327,196.0501
