,Close
2001-04-20,4.44
2001-04-23,4.44
2001-04-24,4.453
2001-04-25,4.365
2001-04-26,4.377
2001-04-27,4.357
2001-04-30,4.32
2001-05-01,4.35
2001-05-02,4.36
2001-05-03,4.33
2001-05-04,4.327
2001-05-07,4.294
2001-05-08,4.304
2001-05-09,4.386
2001-05-10,4.323
2001-05-11,4.31
2001-05-14,4.332
2001-05-15,4.295
2001-05-16,4.438
2001-05-17,4.47
2001-05-18,4.552
2001-05-21,4.526
2001-05-22,4.544
2001-05-23,4.56
2001-05-24,4.603
2001-05-25,4.563
2001-05-29,4.523
2001-05-30,4.445
2001-05-31,4.41
2001-06-01,4.423
2001-06-04,4.335
2001-06-05,4.343
2001-06-06,4.34
2001-06-07,4.335
2001-06-08,4.37
2001-06-11,4.338
2001-06-12,4.375
2001-06-13,4.415
2001-06-14,4.47
2001-06-15,4.4
2001-06-18,4.422
2001-06-19,4.4
2001-06-20,4.345
2001-06-21,4.323
2001-06-22,4.303
2001-06-25,4.298
2001-06-26,4.348
2001-06-27,4.305
2001-06-28,4.293
2001-06-29,4.292
2001-07-02,4.277
2001-07-03,4.243
2001-07-05,4.208
2001-07-06,4.235
2001-07-09,4.213
2001-07-10,4.235
2001-07-11,4.232
2001-07-12,4.241
2001-07-13,4.282
2001-07-16,4.187
2001-07-17,4.225
2001-07-18,4.265
2001-07-19,4.218
2001-07-20,4.219
2001-07-23,4.239
2001-07-24,4.24
2001-07-25,4.213
2001-07-26,4.222
2001-07-27,4.202
2001-07-30,4.208
2001-07-31,4.228
2001-08-01,4.233
2001-08-02,4.235
2001-08-03,4.228
2001-08-06,4.192
2001-08-07,4.172
2001-08-08,4.152
2001-08-09,4.217
2001-08-10,4.145
2001-08-13,4.147
2001-08-14,4.202
2001-08-15,4.155
2001-08-16,4.198
2001-08-17,4.265
2001-08-20,4.153
2001-08-21,4.193
2001-08-22,4.208
2001-08-23,4.22
2001-08-24,4.185
2001-08-27,4.197
2001-08-28,4.183
2001-08-29,4.185
2001-08-30,4.156
2001-08-31,4.162
2001-09-04,4.142
2001-09-05,4.149
2001-09-06,4.148
2001-09-07,4.144
2001-09-10,4.156
2001-09-11,4.175
2001-09-14,4.293
2001-09-17,4.383
2001-09-18,4.443
2001-09-19,4.718
2001-09-20,4.51
2001-09-21,4.592
2001-09-24,4.57
2001-09-25,4.522
2001-09-26,4.6
2001-09-27,4.608
2001-09-28,4.675
2001-10-01,4.67
2001-10-02,4.645
2001-10-03,4.635
2001-10-04,4.655
2001-10-05,4.685
2001-10-08,4.67
2001-10-09,4.55
2001-10-10,4.44
2001-10-11,4.425
2001-10-12,4.47
2001-10-15,4.393
2001-10-16,4.345
2001-10-17,4.37
2001-10-18,4.263
2001-10-19,4.273
2001-10-22,4.235
2001-10-23,4.243
2001-10-24,4.215
2001-10-25,4.22
2001-10-26,4.215
2001-10-29,4.243
2001-10-30,4.263
2001-10-31,4.225
2001-11-01,4.207
2001-11-02,4.11
2001-11-05,4.098
2001-11-06,4.118
2001-11-07,4.128
2001-11-08,4.078
2001-11-09,4.08
2001-11-12,4.118
2001-11-13,4.14
2001-11-14,4.143
2001-11-15,4.108
2001-11-16,4.095
2001-11-19,4.058
2001-11-20,4.05
2001-11-21,4.035
2001-11-26,4.028
2001-11-27,4.04
2001-11-28,4.115
2001-11-29,4.063
2001-11-30,4.128
2001-12-03,4.2
2001-12-04,4.128
2001-12-05,4.176
2001-12-06,4.217
2001-12-07,4.25
2001-12-10,4.225
2001-12-11,4.257
2001-12-12,4.245
2001-12-13,4.265
2001-12-14,4.357
2001-12-17,4.36
2001-12-18,4.415
2001-12-19,4.303
2001-12-20,4.393
2001-12-21,4.465
2001-12-26,4.536
2001-12-27,4.461
2001-12-28,4.498
2001-12-31,4.588
2002-01-02,4.535
2002-01-03,4.608
2002-01-04,4.65
2002-01-07,4.667
2002-01-08,4.64
2002-01-09,4.71
2002-01-10,4.7
2002-01-11,4.698
2002-01-14,4.515
2002-01-15,4.555
2002-01-16,4.562
2002-01-17,4.445
2002-01-18,4.345
2002-01-22,4.288
2002-01-23,4.26
2002-01-24,4.273
2002-01-25,4.305
2002-01-28,4.25
2002-01-29,4.295
2002-01-30,4.293
2002-01-31,4.223
2002-02-01,4.313
2002-02-04,4.295
2002-02-05,4.397
2002-02-06,4.365
2002-02-07,4.345
2002-02-08,4.455
2002-02-11,4.415
2002-02-12,4.485
2002-02-13,4.505
2002-02-14,4.53
2002-02-15,4.538
2002-02-19,4.47
2002-02-20,4.4
2002-02-21,4.42
2002-02-22,4.398
2002-02-25,4.368
2002-02-26,4.423
2002-02-27,4.424
2002-02-28,4.497
2002-03-01,4.549
2002-03-04,4.587
2002-03-05,4.541
2002-03-06,4.516
2002-03-07,4.466
2002-03-08,4.492
2002-03-11,4.472
2002-03-12,4.485
2002-03-13,4.517
2002-03-14,4.489
2002-03-15,4.482
2002-03-18,4.492
2002-03-19,4.512
2002-03-20,4.522
2002-03-21,4.499
2002-03-22,4.531
2002-03-25,4.572
2002-03-26,4.579
2002-03-27,4.68
2002-03-28,4.65
2002-04-01,4.7
2002-04-02,4.747
2002-04-03,4.667
2002-04-04,4.625
2002-04-05,4.58
2002-04-08,4.57
2002-04-09,4.558
2002-04-10,4.628
2002-04-11,4.583
2002-04-12,4.593
2002-04-15,4.45
2002-04-16,4.405
2002-04-17,4.45
2002-04-18,4.498
2002-04-19,4.503
2002-04-22,4.543
2002-04-23,4.57
2002-04-24,4.562
2002-04-25,4.62
2002-04-26,4.652
2002-04-29,4.636
2002-04-30,4.532
2002-05-01,4.529
2002-05-02,4.543
2002-05-03,4.597
2002-05-06,4.596
2002-05-07,4.618
2002-05-08,4.572
2002-05-09,4.615
2002-05-10,4.658
2002-05-13,4.596
2002-05-14,4.596
2002-05-15,4.626
2002-05-16,4.639
2002-05-17,4.654
2002-05-20,4.769
2002-05-21,4.834
2002-05-22,4.825
2002-05-23,4.897
2002-05-24,4.857
2002-05-28,4.87
2002-05-29,4.933
2002-05-30,4.985
2002-05-31,5.042
2002-06-03,5.08
2002-06-04,5.125
2002-06-05,4.945
2002-06-06,4.995
2002-06-07,4.98
2002-06-10,4.912
2002-06-11,4.882
2002-06-12,4.915
2002-06-13,4.832
2002-06-14,4.85
2002-06-17,4.823
2002-06-18,4.845
2002-06-19,4.842
2002-06-20,4.87
2002-06-21,4.855
2002-06-24,4.867
2002-06-25,4.832
2002-06-26,4.852
2002-06-27,4.876
2002-06-28,4.833
2002-07-01,4.867
2002-07-02,4.93
2002-07-03,4.935
2002-07-08,4.96
2002-07-09,5.038
2002-07-10,5.03
2002-07-11,5.072
2002-07-12,5.046
2002-07-15,5.101
2002-07-16,5.018
2002-07-17,4.99
2002-07-18,4.99
2002-07-19,5.063
2002-07-22,5.033
2002-07-23,4.874
2002-07-24,4.854
2002-07-25,4.851
2002-07-26,4.661
2002-07-29,4.636
2002-07-30,4.658
2002-07-31,4.598
2002-08-01,4.583
2002-08-02,4.593
2002-08-05,4.633
2002-08-06,4.613
2002-08-07,4.675
2002-08-08,4.638
2002-08-09,4.67
2002-08-12,4.593
2002-08-13,4.58
2002-08-14,4.458
2002-08-15,4.483
2002-08-16,4.493
2002-08-19,4.405
2002-08-20,4.437
2002-08-21,4.42
2002-08-22,4.465
2002-08-23,4.423
2002-08-26,4.438
2002-08-27,4.503
2002-08-28,4.498
2002-08-29,4.527
2002-08-30,4.437
2002-09-03,4.454
2002-09-04,4.465
2002-09-05,4.515
2002-09-06,4.512
2002-09-09,4.579
2002-09-10,4.557
2002-09-11,4.542
2002-09-12,4.587
2002-09-13,4.554
2002-09-16,4.549
